sample	gene	n_cpgs	methylated_count	total_count	weighted_average
nb22	g1269	12	0	184	0.0
nb22	g1270	9	0	101	0.0
nb22	g1271	3	0	32	0.0
nb22	g1272	20	1	264	0.3788
nb22	g1273	126	7	1893	0.3698
nb22	g1274	3	14	75	18.6667
nb22	g1275	1	0	17	0.0
nb22	g1279	11	0	141	0.0
nb22	g1280	46	28	624	4.4872
nb22	g1281	1	0	14	0.0
nb22	g1284	27	0	393	0.0
nb22	g1285	22	0	333	0.0
nb22	g1286	16	0	258	0.0
nb22	g1287	15	1	200	0.5
nb22	g1288	52	0	783	0.0
nb22	g1294	1	11	12	91.6667
nb22	g1295	87	18	1289	1.3964
nb22	g1296	108	3	1904	0.1576
nb22	g1297	77	18	1165	1.5451
nb22	g1299	5	25	87	28.7356
nb22	g1300	26	82	345	23.7681
nb22	g1301	141	1	2255	0.0443
nb22	g1302	33	0	485	0.0
nb22	g1303	58	0	1569	0.0
nb22	g1305	3	0	31	0.0
nb22	g1306	26	0	354	0.0
nb22	g1307	5	0	75	0.0
nb22	g1309	38	2	675	0.2963
nb22	g1310	23	0	313	0.0
nb22	g1311	53	1	906	0.1104
nb22	g1313	17	0	265	0.0
nb22	g1314	313	666	55800	1.1935
nb22	g1315	227	8	4745	0.1686
nb22	g1317	137	1	4201	0.0238
nb22	g1318	11	0	199	0.0
nb22	g1319	15	7	298	2.349
nb22	g1321	7	8	119	6.7227
nb22	g1322	21	208	1050	19.8095
nb22	g1323	6	40	178	22.4719
nb22	g1330	265	24	4061	0.591
nb22	g1331	27	3	363	0.8264
nb22	g1332	52	3	808	0.3713
nb22	g1333	12	0	194	0.0
nb22	g1335	11	0	148	0.0
nb22	g1336	3	0	54	0.0
nb22	g1337	100	3	1363	0.2201
nb22	g1338	3	0	76	0.0
nb22	g1340	1	10	19	52.6316
nb22	g1344	13	0	224	0.0
nb22	g1352	70	18	1212	1.4851
nb22	g1353	145	2089	8172	25.5629
nb22	g1354	82	0	1040	0.0
nb22	g1356	61	0	1253	0.0
nb22	g1357	29	9	690	1.3043
nb22	g1364	43	0	549	0.0
nb22	g1365	20	1	261	0.3831
nb22	g1366	37	0	732	0.0
nb22	g1367	85	0	1263	0.0
nb22	g1368	123	1	1875	0.0533
nb22	g1371	3	0	47	0.0
nb22	g1381	73	0	1304	0.0
nb22	g1382	51	180	938	19.1898
nb22	g1384	1	3	12	25.0
nb22	g1391	6	0	70	0.0
nb22	g1392	38	0	597	0.0
nb22	g1393	9	11	120	9.1667
nb22	g1394	60	1	1021	0.0979
nb22	g1400	2	18	23	78.2609
nb22	g1403	71	3	1055	0.2844
nb22	g1405	17	143	397	36.0202
nb22	g1406	5	0	109	0.0
nb22	g1407	116	4	1958	0.2043
nb22	g1408	18	32	282	11.3475
nb22	g1409	7	102	116	87.931
nb22	g1411	3	8	34	23.5294
nb22	g1415	58	1144	10475	10.9212
nb22	g1416	14	10	217	4.6083
nb22	g1419	1	10	12	83.3333
nb22	g1421	8	0	245	0.0
nb22	g1422	82	8	3250	0.2462
nb22	g1423	2	0	31	0.0
nb22	g1424	3	22	33	66.6667
nb22	g1425	63	726	1437	50.5219
nb22	g1426	25	5	2760	0.1812
nb22	g1430	19	0	270	0.0
nb22	g1434	12	20	285	7.0175
nb22	g1435	4	0	67	0.0
nb22	g1436	7	0	87	0.0
nb22	g1439	2	0	20	0.0
nb22	g1440	4	30	59	50.8475
nb22	g1441	11	54	132	40.9091
nb22	g1442	6	135	156	86.5385
nb22	g1448	5	0	62	0.0
nb22	g1449	5	0	91	0.0
nb22	g1450	12	0	201	0.0
nb22	g1454	66	1	1156	0.0865
nb22	g1457	83	0	1372	0.0
nb22	g1463	22	0	299	0.0
nb22	g1467	2	15	35	42.8571
nb22	g1468	21	530	1033	51.3069
nb22	g1469	4	30	44	68.1818
nb22	g1472	13	0	228	0.0
nb22	g1473	7	117	287	40.7666
nb22	g1474	3	35	141	24.8227
nb22	g1475	7	0	135	0.0
nb22	g1476	41	0	648	0.0
nb22	g1478	19	0	611	0.0
nb22	g1479	1	17	21	80.9524
nb22	g1480	149	2	2388	0.0838
nb22	g1481	3	2	45	4.4444
nb22	g1482	18	0	288	0.0
nb22	g1483	66	4	1353	0.2956
nb22	g1484	24	0	311	0.0
nb22	g1485	47	17	703	2.4182
nb22	g1489	2	16	26	61.5385
nb22	g1490	43	0	661	0.0
nb22	g1491	35	0	550	0.0
nb22	g1492	55	21	827	2.5393
nb22	g1501	24	0	353	0.0
nb22	g1503	4	8	48	16.6667
nb22	g1504	10	0	193	0.0
nb22	g1506	33	2	433	0.4619
nb22	g1507	6	0	76	0.0
nb22	g1508	4	0	42	0.0
nb22	g1511	4	0	85	0.0
nb22	g1512	5	0	89	0.0
nb22	g1513	4	0	53	0.0
nb22	g1517	24	0	299	0.0
nb22	g1518	128	4	1823	0.2194
nb22	g1519	142	7	2254	0.3106
nb22	g1520	43	7	547	1.2797
nb22	g1521	22	3	406	0.7389
nb22	g1522	22	34	316	10.7595
nb22	g1524	5	12	65	18.4615
nb22	g1526	42	2	660	0.303
nb22	g1528	3	56	77	72.7273
nb22	g1529	138	17	2267	0.7499
nb22	g1530	1	3	12	25.0
nb22	g1534	8	64	176	36.3636
nb22	g1535	6	63	149	42.2819
nb22	g1537	3	0	56	0.0
nb22	g1538	20	0	264	0.0
nb22	g1539	36	4	571	0.7005
nb22	g1540	98	7	1767	0.3962
nb22	g1541	27	33	998	3.3066
nb22	g1542	25	0	398	0.0
nb22	g1545	20	0	353	0.0
nb22	g1548	3	0	47	0.0
nb22	g1549	9	0	135	0.0
nb22	g1551	5	0	60	0.0
nb22	g1552	34	5	557	0.8977
nb22	g1553	122	0	2021	0.0
nb22	g1557	10	75	177	42.3729
nb22	g1558	7	67	125	53.6
nb22	g1559	24	15	444	3.3784
nb22	g1560	60	2	873	0.2291
nb22	g1561	34	0	715	0.0
nb22	g1562	114	0	1940	0.0
nb22	g1563	5	0	68	0.0
nb22	g1564	10	0	156	0.0
nb22	g1565	1	0	12	0.0
nb22	g1566	8	0	113	0.0
nb22	g1567	1	19	29	65.5172
nb22	g1568	35	2	614	0.3257
nb22	g1569	15	1	258	0.3876
nb22	g1571	64	1	1010	0.099
nb22	g1572	4	0	64	0.0
nb22	g1573	38	0	513	0.0
nb22	g1574	1	0	16	0.0
nb22	g1580	13	1	152	0.6579
nb22	g1581	10	0	554	0.0
nb22	g1582	15	0	172	0.0
nb22	g1583	53	0	735	0.0
nb22	g1584	19	0	255	0.0
nb22	g1585	18	0	282	0.0
nb22	g1588	10	96	144	66.6667
nb22	g1589	1	2	13	15.3846
nb22	g1591	1	17	51	33.3333
nb22	g1593	2	32	130	24.6154
nb22	g1595	2	20	70	28.5714
nb22	g1596	18	1	348	0.2874
nb22	g1598	36	9	588	1.5306
nb22	g1599	65	0	1075	0.0
nb22	g1600	17	0	225	0.0
nb22	g1601	76	3	1029	0.2915
nb22	g1602	15	0	218	0.0
nb22	g1603	78	0	1088	0.0
nb22	g1604	7	106	116	91.3793
nb22	g1608	12	0	187	0.0
nb22	g1609	12	0	174	0.0
nb22	g1610	33	43	451	9.5344
nb22	g1611	54	3	745	0.4027
nb22	g1612	4	0	40	0.0
nb22	g1615	10	0	155	0.0
nb22	g1619	10	0	300	0.0
nb22	g1620	18	1	245	0.4082
nb22	g1621	8	0	113	0.0
nb22	g1622	4	0	46	0.0
nb22	g1623	19	0	227	0.0
nb22	g1624	21	0	347	0.0
nb22	g1626	48	0	965	0.0
nb22	g1628	3	0	45	0.0
nb22	g1630	28	1	397	0.2519
nb22	g1631	34	5	537	0.9311
nb22	g1638	15	1	188	0.5319
nb22	g1639	20	0	351	0.0
nb22	g1640	23	0	461	0.0
nb22	g1641	16	0	190	0.0
nb22	g1642	20	0	326	0.0
nb22	g1643	17	0	227	0.0
nb22	g1644	5	0	87	0.0
nb22	g1645	3	0	39	0.0
nb22	g1652	93	0	1634	0.0
nb22	g1661	104	2	2268	0.0882
nb22	g1662	60	1	841	0.1189
nb22	g1663	38	0	543	0.0
nb22	g1664	6	0	73	0.0
nb22	g1665	5	0	81	0.0
nb22	g1666	3	0	47	0.0
nb22	g1667	99	0	1479	0.0
nb22	g1668	9	0	116	0.0
nb22	g1669	83	2	1330	0.1504
nb22	g1672	6	0	125	0.0
nb22	g1673	50	0	744	0.0
nb22	g1674	22	0	274	0.0
nb22	g1675	3	1	94	1.0638
nb22	g1676	19	5	449	1.1136
nb22	g1677	22	2	625	0.32
nb22	g1678	11	0	120	0.0
nb22	g1687	3	0	40	0.0
nb22	g1689	64	1	861	0.1161
nb22	g1691	14	1	247	0.4049
nb22	g1692	3	0	49	0.0
nb22	g1693	86	5	1275	0.3922
nb22	g1694	20	48	294	16.3265
nb22	g1695	9	0	96	0.0
nb22	g1696	23	0	282	0.0
nb22	g1699	75	8	2366	0.3381
nb22	g1700	147	2	4462	0.0448
nb22	g1701	80	40	1294	3.0912
nb22	g1702	2	28	93	30.1075
nb22	g1703	18	0	404	0.0
nb22	g1704	3	18	33	54.5455
nb22	g1707	35	2	599	0.3339
nb22	g1708	1	13	15	86.6667
nb22	g1710	43	86	761	11.3009
nb22	g1713	162	247	4056	6.0897
nb22	g1716	3	0	54	0.0
nb22	g1717	58	3	2382	0.1259
nb22	g1724	57	1	768	0.1302
nb22	g1726	1	10	23	43.4783
nb22	g1728	14	242	342	70.7602
nb22	g1730	62	254	854	29.7424
nb22	g1731	6	0	70	0.0
nb22	g1732	10	0	151	0.0
nb22	g1734	5	45	75	60.0
nb22	g1736	21	46	332	13.8554
nb22	g1738	63	0	978	0.0
nb22	g1743	108	21	1870	1.123
nb22	g1750	84	1	1519	0.0658
nb22	g1751	51	0	718	0.0
nb22	g1755	91	4	1563	0.2559
nb22	g1756	18	0	223	0.0
nb22	g1757	34	9	489	1.8405
nb22	g1759	19	0	314	0.0
nb22	g1760	20	0	294	0.0
nb22	g1761	3	0	48	0.0
nb22	g1762	3	0	52	0.0
nb22	g1763	11	0	139	0.0
nb22	g1764	16	0	262	0.0
nb22	g1766	1	0	25	0.0
nb22	g1767	10	38	196	19.3878
nb22	g1772	27	9	877	1.0262
nb22	g1773	3	0	39	0.0
nb22	g1774	42	28	534	5.2434
nb22	g1777	92	27	1547	1.7453
nb22	g1778	9	0	166	0.0
nb22	g1779	9	130	416	31.25
nb22	g1781	3	0	49	0.0
nb22	g1782	7	0	88	0.0
nb22	g1783	58	0	1266	0.0
nb22	g1785	1	0	18	0.0
nb22	g1787	56	37	872	4.2431
nb22	g1788	12	0	204	0.0
nb22	g1789	3	0	37	0.0
nb22	g1790	23	0	387	0.0
nb22	g1791	13	0	222	0.0
nb22	g1794	16	7	229	3.0568
nb22	g1795	81	2	1226	0.1631
nb22	g1796	14	0	172	0.0
nb22	g1797	227	7	3997	0.1751
nb22	g1798	38	1	708	0.1412
nb22	g1799	50	0	830	0.0
nb22	g1801	1056	88	21466	0.41
nb22	g1803	10	0	154	0.0
nb22	g1804	12	0	156	0.0
nb22	g1805	22	2	274	0.7299
nb22	g1806	4	0	42	0.0
nb22	g1808	52	0	681	0.0
nb22	g1810	85	291	3490	8.3381
nb22	g1811	26	0	648	0.0
nb22	g1813	86	1620	2496	64.9038
nb22	g1814	48	596	1003	59.4217
nb22	g1816	7	5	151	3.3113
nb22	g1817	1	0	10	0.0
nb22	g1819	15	66	880	7.5
nb22	g1827	18	0	220	0.0
nb22	g1829	1	7	10	70.0
nb22	g1830	1	0	20	0.0
nb22	g1832	19	0	292	0.0
nb22	g1833	29	0	1008	0.0
nb22	g1837	43	195	5061	3.853
nb22	g1838	7	0	95	0.0
nb22	g1839	17	0	298	0.0
nb22	g1844	236	9	3508	0.2566
nb22	g1854	180	125	2813	4.4437
nb22	g1856	18	174	843	20.6406
nb22	g1859	1	0	10	0.0
nb22	g1863	3	0	45	0.0
nb22	g1865	103	1	1540	0.0649
nb22	g1867	124	41	2402	1.7069
nb22	g1868	55	2	893	0.224
nb22	g1869	63	10	835	1.1976
nb22	g1871	122	18	6204	0.2901
nb22	g1872	2	0	26	0.0
nb22	g1873	69	13	1138	1.1424
nb22	g1874	2	0	31	0.0
nb22	g1875	11	14	136	10.2941
nb22	g1876	17	0	618	0.0
nb22	g1877	59	1	2617	0.0382
nb22	g1878	29	0	713	0.0
nb22	g1879	4	3	82	3.6585
nb22	g1880	20	0	274	0.0
nb22	g1881	13	0	172	0.0
nb22	g1884	6	0	105	0.0
nb22	g1885	44	1	1020	0.098
nb22	g1890	4	0	58	0.0
nb22	g1891	1	10	11	90.9091
nb22	g1895	288	8	5001	0.16
nb22	g1896	11	0	131	0.0
nb22	g1898	35	0	631	0.0
nb22	g1899	27	0	454	0.0
nb22	g1900	11	0	142	0.0
nb22	g1901	159	3	10660	0.0281
nb22	g1905	17	71	820	8.6585
nb22	g1906	92	1	1434	0.0697
nb22	g1907	35	0	577	0.0
nb22	g1909	25	1	642	0.1558
nb22	g1910	11	1	151	0.6623
nb22	g1912	6	92	96	95.8333
nb22	g1913	1	7	13	53.8462
nb22	g1914	108	122	1968	6.1992
nb22	g1915	18	1	299	0.3344
nb22	g1916	30	127	424	29.9528
nb22	g1917	50	0	797	0.0
nb22	g1918	6	0	92	0.0
nb22	g1919	23	0	410	0.0
nb22	g1920	52	0	718	0.0
nb22	g1922	6	87	99	87.8788
nb22	g1925	30	2	365	0.5479
nb22	g1927	15	1	206	0.4854
nb22	g1930	5	0	57	0.0
nb22	g1932	1	0	16	0.0
nb22	g1933	1	0	12	0.0
nb22	g1935	6	0	84	0.0
nb22	g1940	14	0	261	0.0
nb22	g1941	23	2	358	0.5587
nb22	g1942	38	0	674	0.0
nb22	g1943	50	0	726	0.0
nb22	g1944	5	25	110	22.7273
nb22	g1945	1	0	14	0.0
nb22	g1951	30	0	1857	0.0
nb22	g1953	52	3	852	0.3521
nb22	g1954	15	0	246	0.0
nb22	g1955	22	0	400	0.0
nb22	g1956	2	0	34	0.0
nb22	g1959	2	0	50	0.0
nb22	g1966	1	10	10	100.0
nb22	g1967	8	148	169	87.574
nb22	g1968	2	0	24	0.0
nb22	g1970	2	0	33	0.0
nb22	g1973	20	0	647	0.0
nb22	g1976	11	0	181	0.0
nb22	g1977	4	0	73	0.0
nb22	g1979	64	1	943	0.106
nb22	g1981	144	0	2407	0.0
nb22	g1982	119	0	3075	0.0
nb22	g1984	12	35	182	19.2308
nb22	g1985	1	0	10	0.0
nb22	g1987	7	78	103	75.7282
nb22	g1988	32	1	590	0.1695
nb22	g1990	26	0	524	0.0
nb22	g1994	116	109	1857	5.8697
nb22	g1995	1	0	14	0.0
nb22	g1997	59	0	851	0.0
nb22	g1998	12	185	395	46.8354
nb22	g1999	151	2	2448	0.0817
nb22	g2000	104	3	1457	0.2059
nb22	g2005	25	0	314	0.0
nb22	g2006	50	0	942	0.0
nb22	g2008	44	207	697	29.6987
nb22	g2009	12	0	166	0.0
nb22	g2014	8	0	99	0.0
nb22	g2015	1	0	19	0.0
nb22	g2016	11	0	217	0.0
nb22	g2019	10	0	140	0.0
nb22	g2020	45	1	673	0.1486
nb22	g2021	11	1	215	0.4651
nb22	g2024	23	11	504	2.1825
nb22	g2025	66	1	1900	0.0526
nb22	g2028	3	32	62	51.6129
nb22	g2029	126	1	2044	0.0489
nb22	g2030	38	0	683	0.0
nb22	g2032	63	1	1046	0.0956
nb22	g2033	5	0	76	0.0
nb22	g2034	35	0	441	0.0
nb22	g2042	19	0	262	0.0
nb22	g2044	149	541	4015	13.4745
nb22	g2045	35	482	2152	22.3978
nb22	g2046	2	0	36	0.0
nb22	g2047	9	1	179	0.5587
nb22	g2048	20	1	256	0.3906
nb22	g2049	20	16	379	4.2216
nb22	g2050	17	15	342	4.386
nb22	g2051	4	34	68	50.0
nb22	g2053	5	0	95	0.0
nb22	g2058	1	6	25	24.0
nb22	g2062	171	8	4873	0.1642
nb22	g2064	81	5	2706	0.1848
nb22	g2066	110	1711	3709	46.131
nb22	g2067	27	3	526	0.5703
nb22	g2068	2	0	20	0.0
nb22	g2069	14	0	236	0.0
nb22	g2070	3	0	32	0.0
nb22	g2076	3	0	36	0.0
nb22	g2077	332	4	4962	0.0806
nb22	g2078	7	0	75	0.0
nb22	g2080	51	317	1460	21.7123
nb22	g2085	4	43	49	87.7551
nb22	g2087	8	0	98	0.0
nb22	g2092	4	7	67	10.4478
nb22	g2094	30	0	417	0.0
nb22	g2095	2	0	21	0.0
nb22	g2096	13	0	245	0.0
nb22	g2097	6	0	101	0.0
nb22	g2098	9	0	242	0.0
nb22	g2099	4	0	89	0.0
nb22	g2100	24	0	424	0.0
nb22	g2101	6	0	73	0.0
nb22	g2103	1	0	10	0.0
nb22	g2104	48	0	894	0.0
nb22	g2105	166	82	8627	0.9505
nb22	g2107	1	23	38	60.5263
nb22	g2110	41	466	1388	33.5735
nb22	g2112	23	163	978	16.6667
nb22	g2113	46	68	1906	3.5677
nb22	g2114	23	0	741	0.0
nb22	g2115	100	3	2227	0.1347
nb22	g2117	1	0	14	0.0
nb22	g2120	97	460	1770	25.9887
nb22	g2121	1	14	15	93.3333
nb22	g2122	3	10	31	32.2581
nb22	g2124	38	1	528	0.1894
nb22	g2125	8	1	164	0.6098
nb22	g2126	127	84	3245	2.5886
nb22	g2127	49	46	734	6.267
nb22	g2128	49	0	682	0.0
nb22	g2129	53	0	897	0.0
nb22	g2130	75	1	1126	0.0888
nb22	g2131	36	0	478	0.0
nb22	g2135	7	66	150	44.0
nb22	g2136	28	0	509	0.0
nb22	g2137	4	0	41	0.0
nb22	g2143	36	0	521	0.0
nb22	g2144	14	0	166	0.0
nb22	g2145	32	0	451	0.0
nb22	g2146	39	1	901	0.111
nb22	g2147	10	0	246	0.0
nb22	g2149	13	0	287	0.0
nb22	g2150	25	0	372	0.0
nb22	g2152	45	0	663	0.0
nb22	g2153	4	0	63	0.0
nb22	g2154	8	0	175	0.0
nb22	g2156	17	221	562	39.3238
nb22	g2157	10	171	402	42.5373
nb22	g2159	1	0	11	0.0
nb22	g2160	1	11	12	91.6667
nb22	g2163	56	2	815	0.2454
nb22	g2165	4	0	52	0.0
nb22	g2166	26	0	337	0.0
nb22	g2167	3	0	44	0.0
nb22	g2168	14	0	187	0.0
nb22	g2169	50	0	979	0.0
nb22	g2170	1	6	10	60.0
nb22	g2171	29	1	1067	0.0937
nb22	g2172	34	0	603	0.0
nb22	g2176	85	1463	3847	38.0296
nb22	g2178	58	2	965	0.2073
nb22	g2181	64	0	1031	0.0
nb22	g2183	1	8	11	72.7273
nb22	g2184	10	90	170	52.9412
nb22	g2186	21	0	373	0.0
nb22	g2187	6	0	81	0.0
nb22	g2190	114	2	1590	0.1258
nb22	g2191	15	0	188	0.0
nb22	g2193	102	13	1837	0.7077
nb22	g2194	82	22	1153	1.9081
nb22	g2195	128	2	2126	0.0941
nb22	g2208	9	143	212	67.4528
nb22	g2209	5	100	144	69.4444
nb22	g2210	32	577	1007	57.2989
nb22	g2213	40	69	725	9.5172
nb22	g2214	10	0	171	0.0
nb22	g2217	89	31	1378	2.2496
nb22	g2218	317	5	11999	0.0417
nb22	g2219	12	0	214	0.0
nb22	g2220	112	1	1751	0.0571
nb22	g2221	3	0	48	0.0
nb22	g2234	21	410	550	74.5455
nb22	g2236	27	1	398	0.2513
nb22	g2240	11	0	123	0.0
nb22	g2242	10	9	199	4.5226
nb22	g2245	14	0	340	0.0
nb22	g2246	6	0	67	0.0
nb22	g2248	2	22	22	100.0
nb22	g2249	16	31	213	14.554
nb22	g2250	19	0	257	0.0
nb22	g2251	7	0	108	0.0
nb22	g2255	2	1	35	2.8571
nb22	g2256	9	74	316	23.4177
nb22	g2260	23	1	625	0.16
nb22	g2261	159	0	2863	0.0
nb22	g2262	10	0	176	0.0
nb22	g2263	31	1	627	0.1595
nb22	g2264	32	0	550	0.0
nb22	g2265	33	100	493	20.284
nb22	g2266	13	0	195	0.0
nb22	g2267	42	0	581	0.0
nb22	g2268	8	0	97	0.0
nb22	g2270	108	2	1972	0.1014
nb22	g2271	9	0	158	0.0
nb22	g2272	18	0	271	0.0
nb22	g2274	1	0	10	0.0
nb22	g2279	1	0	18	0.0
nb22	g2280	7	0	85	0.0
nb22	g2281	15	0	224	0.0
nb22	g2282	36	0	395	0.0
nb22	g2284	2	0	27	0.0
nb22	g2286	2	0	20	0.0
nb22	g2289	21	33	282	11.7021
nb22	g2294	2	4	46	8.6957
nb22	g2298	6	0	81	0.0
nb22	g2299	1	0	16	0.0
nb22	g2301	2	1	24	4.1667
nb22	g2304	10	0	183	0.0
nb22	g2308	9	0	146	0.0
nb22	g2309	5	0	64	0.0
nb22	g2313	1	0	25	0.0
nb22	g2316	88	4	1184	0.3378
nb22	g2317	44	2	739	0.2706
nb22	g2318	12	1	276	0.3623
nb22	g2319	46	0	677	0.0
nb22	g2321	20	52	248	20.9677
nb22	g2322	11	68	143	47.5524
nb22	g2324	26	0	415	0.0
nb22	g2325	42	0	511	0.0
nb22	g2332	27	0	570	0.0
nb22	g2333	21	0	301	0.0
nb22	g2334	65	1	871	0.1148
nb22	g2335	42	0	542	0.0
nb22	g2336	30	0	525	0.0
nb22	g2337	3	0	62	0.0
nb22	g2338	28	0	409	0.0
nb22	g2339	5	0	99	0.0
nb22	g2340	11	0	131	0.0
nb22	g2341	2	0	42	0.0
nb22	g2342	3	34	37	91.8919
nb22	g2343	1	10	23	43.4783
nb22	g2346	41	0	771	0.0
nb22	g2347	1	0	18	0.0
nb22	g2348	18	0	286	0.0
nb22	g2349	9	0	118	0.0
nb22	g2350	1	0	10	0.0
nb22	g2351	20	0	248	0.0
nb22	g2354	5	0	76	0.0
nb22	g2355	11	0	165	0.0
nb22	g2357	1	0	10	0.0
nb22	g2358	13	0	168	0.0
nb22	g2359	27	6	439	1.3667
nb22	g2360	38	0	556	0.0
nb22	g2361	28	0	525	0.0
nb22	g2362	36	1	541	0.1848
nb22	g2363	1	0	21	0.0
nb22	g2364	17	0	257	0.0
nb22	g2365	12	0	182	0.0
nb22	g2366	2	0	22	0.0
nb22	g2367	8	0	154	0.0
nb22	g2368	35	0	518	0.0
nb22	g2369	29	495	908	54.5154
nb22	g2370	82	0	1328	0.0
nb22	g2371	58	0	1042	0.0
nb22	g2372	1	1	14	7.1429
nb22	g2373	6	0	113	0.0
nb22	g2374	11	53	197	26.9036
nb22	g2375	19	98	416	23.5577
nb22	g2382	1	3	13	23.0769
nb22	g2385	3	26	36	72.2222
nb22	g2386	20	41	350	11.7143
nb22	g2387	84	1	1488	0.0672
nb22	g2388	140	2	2374	0.0842
nb22	g2390	5	1	76	1.3158
nb22	g2393	15	0	245	0.0
nb22	g2394	1	0	15	0.0
nb22	g2395	38	1	644	0.1553
nb22	g2396	55	0	809	0.0
nb22	g2397	42	34	599	5.6761
nb22	g2398	22	43	398	10.804
nb22	g2399	27	0	419	0.0
nb22	g2402	217	4	4986	0.0802
nb22	g2403	17	193	1203	16.0432
nb22	g2406	7	0	89	0.0
nb22	g2411	15	0	303	0.0
nb22	g2412	50	0	822	0.0
nb22	g2413	6	0	76	0.0
nb22	g2414	21	0	427	0.0
nb22	g2415	38	9	666	1.3514
nb22	g2416	145	4	3019	0.1325
nb22	g2417	17	0	215	0.0
nb22	g2418	33	0	444	0.0
nb22	g2419	29	0	419	0.0
nb22	g2420	139	2	2056	0.0973
nb22	g2421	221	15	9038	0.166
nb22	g2422	23	0	918	0.0
nb22	g2423	79	6	1453	0.4129
nb22	g2426	1	13	13	100.0
nb22	g2430	31	0	718	0.0
nb22	g2432	5	88	102	86.2745
nb22	g2435	10	1	176	0.5682
nb22	g2436	36	171	506	33.7945
nb22	g2437	1	0	19	0.0
nb22	g2439	35	0	464	0.0
nb22	g2440	38	0	598	0.0
nb22	g2441	17	0	261	0.0
nb22	g2443	17	207	267	77.5281
nb22	g2444	8	70	103	67.9612
nb22	g2446	2	24	31	77.4194
nb22	g2448	5	0	88	0.0
nb22	g2449	77	0	1136	0.0
nb22	g2451	7	0	91	0.0
nb22	g2452	27	0	327	0.0
nb22	g2453	2	27	31	87.0968
nb22	g2455	7	25	96	26.0417
nb22	g2460	40	32	551	5.8076
nb22	g2461	24	0	471	0.0
nb22	g2463	7	0	94	0.0
nb22	g2464	21	0	259	0.0
nb22	g2465	8	0	158	0.0
nb22	g2466	1	0	15	0.0
nb22	g2467	12	0	169	0.0
nb22	g2468	11	5	236	2.1186
nb22	g2469	78	14	1457	0.9609
nb22	g2482	84	1	1415	0.0707
nb22	g2483	197	4	3104	0.1289
nb22	g2485	12	7	189	3.7037
nb22	g2486	20	0	310	0.0
nb22	g2487	1	1	13	7.6923
nb22	g2496	218	44	4954	0.8882
nb22	g2498	26	471	2093	22.5036
nb22	g2499	1	0	17	0.0
nb22	g2501	10	0	148	0.0
nb22	g2502	13	0	156	0.0
nb22	g2505	93	1500	10393	14.4328
nb22	g2506	7	20	182	10.989
nb22	g2507	3	0	40	0.0
nb22	g2508	2	32	34	94.1176
nb22	g2510	53	1	860	0.1163
nb22	g2511	58	2971	7212	41.1952
nb22	g2513	5	0	83	0.0
nb22	g2514	111	1099	7715	14.245
nb22	g2516	13	1	665	0.1504
nb22	g2519	4	0	72	0.0
nb22	g2520	40	1	1147	0.0872
nb22	g2522	39	0	739	0.0
nb22	g2523	68	1	1074	0.0931
nb22	g2524	8	109	130	83.8462
nb22	g2525	24	65	408	15.9314
nb22	g2526	102	24	2202	1.0899
nb22	g2527	23	2	327	0.6116
nb22	g2528	19	15	388	3.866
nb22	g2529	240	872	15321	5.6915
nb22	g2530	101	133	1674	7.945
nb22	g2533	4	0	56	0.0
nb22	g2534	142	236	4358	5.4153
nb22	g2535	2	0	48	0.0
nb22	g2536	4	0	218	0.0
nb22	g2537	14	0	168	0.0
nb22	g2538	15	0	196	0.0
nb22	g2539	66	0	1071	0.0
nb22	g2540	5	1	80	1.25
nb22	g2541	4	53	118	44.9153
nb22	g2543	4	48	113	42.4779
nb22	g2544	30	547	660	82.8788
nb22	g2548	9	0	114	0.0
nb22	g2549	5	0	101	0.0
nb22	g2550	37	0	705	0.0
nb22	g2551	15	0	220	0.0
nb22	g2553	102	3	1556	0.1928
nb22	g2554	16	0	278	0.0
nb22	g2556	5	1	98	1.0204
nb22	g2561	14	538	2028	26.5286
nb22	g2564	1	6	14	42.8571
nb22	g2565	43	11	1564	0.7033
nb22	g2566	2	16	55	29.0909
nb22	g2569	11	0	185	0.0
nb22	g2570	2	11	31	35.4839
nb22	g2571	9	4	156	2.5641
nb22	g2572	73	0	1346	0.0
nb22	g2573	14	0	225	0.0
nb22	g2574	43	0	805	0.0
nb22	g2575	79	11	1300	0.8462
nb22	g2577	51	0	766	0.0
nb22	g2580	2	0	24	0.0
nb22	g2582	19	0	254	0.0
nb22	g2584	4	49	132	37.1212
nb22	g2585	4	82	191	42.9319
nb22	g2586	186	13	8054	0.1614
nb22	g2587	28	12	597	2.0101
nb22	g2594	2	19	25	76.0
nb22	g2600	1	2	20	10.0
nb22	g2601	1	0	18	0.0
nb22	g2602	40	177	805	21.9876
nb22	g2603	9	20	158	12.6582
nb22	g2604	3	30	77	38.961
nb22	g2605	12	80	284	28.169
nb22	g2606	21	292	632	46.2025
nb22	g2616	23	32	415	7.7108
nb22	g2619	28	377	570	66.1404
nb22	g2620	21	112	486	23.0453
nb22	g2621	43	1	668	0.1497
nb22	g2622	38	0	542	0.0
nb22	g2624	88	15	1347	1.1136
nb22	g2625	8	7	98	7.1429
nb22	g2628	33	0	484	0.0
nb22	g2629	28	1	365	0.274
nb22	g2630	25	0	389	0.0
nb22	g2631	128	6	2094	0.2865
nb22	g2632	2	0	27	0.0
nb22	g2634	1	10	15	66.6667
nb22	g2635	39	0	564	0.0
